0,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0,0,0,0,-37.699111843077517,0,75.398223686155035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.619724391352904,0,0,0,0,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.619724391352904,0,0,0,0,0,0,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-37.699111843077517,0,12.566370614359172,0,-0,0,0,0,0,37.699111843077517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0,0,0,0,-37.699111843077517,0,37.699111843077517,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.85917317405872,0,0,0,0,0,0,0,0,0,0,0,0,0,12.566370614359172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-37.699111843077517,0,0,0,-0,0,0,0,0,75.398223686155035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0,0,0,0,-75.398223686155035,0,0,0,0,0,0,87.964594300514207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
